zip,site,email,nom_gerant,nb_annonces,taille_equipe,crm_detecte
pages_html_batch00001_20260629_222824.zip,ChIJ1_FAyGpw5kcRBDVurFtq8yI,"contact@city-15-immobilier.fr, contactlourmel@city-15-immobilier.fr",,,,
pages_html_batch00001_20260629_222824.zip,ChIJ_xG-eARy5kcR-gEvetqM54w,"donyphane.hadzic@hb-immobilier.com, kevin.bayon@hb-immobilier.com, valentin.filis@hb-immobilier.com, daniel.pereira@hb-immobilier.com, theo.lopes@hb-immobilier.com, marion.bognitscheff@hb-immobilier.com, theo.hausherr@hb-immobilier.com, tiphany.carre@hb-immobilier.com, valentin.benguigui@hb-immobilier.com, lohann.jouet@hb-immobilier.com, ines.ble@hb-immobilier.com, myra.kerbouche@hb-immobilier.com, contact@hb-immobilier.com, stambroise@hb-immobilier.com, republique@hb-immobilier.com",,000,,
pages_html_batch00001_20260629_222824.zip,ChIJlyC0kSdw5kcRMzavMfZpLdE,michel.orivel@orange.fr,,,,
pages_html_batch00001_20260629_222824.zip,ChIJb2OscjBu5kcR-nLnzvh0Fm0,perenium@perenium.com,,15,,
pages_html_batch00001_20260629_222824.zip,ChIJq6rGoYh65kcREvqJgB_SZGE,"gliurette@letp-immobilier.com, contact@letp-immobilier.com",,,,
pages_html_batch00001_20260629_222824.zip,ChIJbWyoBjBu5kcRLBDCKboIIWQ,"rgpd@vueimprenable.com, mbh@dernieretage-paris.com, hervepellicer@dernieretage-paris.com",,,,
pages_html_batch00001_20260629_222824.zip,ChIJ20RIN1Bu5kcREclzpmNzgb8,"andre@immobilier-parisien.fr, marine@immobilier-parisien.fr, david@immobilier-parisien.fr, franck@immobilier-parisien.fr, caulaincourt@immobilier-parisien.fr, thibault@immobilier-parisien.fr, ramey@immobilier-parisien.fr, claire@immobilier-parisien.fr, location18@immobilier-parisien.fr, comptabilite@immobilier-parisien.fr, gestion@immobilier-parisien.fr, contact@immobilier-parisien.fr",,,,
pages_html_batch00001_20260629_222824.zip,ChIJPx6HwVpu5kcR4xg-VAza6Pc,"accueil@immopolis.fr, team@youdemus.fr",,,,
pages_html_batch00001_20260629_222824.zip,ChIJZybL0-Fv5kcRhN1T-yIsXZQ,sentiermontorgueil@fredelion.com,,,,
pages_html_batch00001_20260629_222824.zip,ChIJAQDQJwVu5kcR2DkoefW2JpM,philippe.hubert@laplace-immobilier.fr,,,,Apimo
pages_html_batch00001_20260629_222824.zip,ChIJZYnWgRNu5kcRhJoDGci0ptU,ag.aip@free.fr,,10,,
pages_html_batch00001_20260629_222824.zip,ChIJDU3xoFJt5kcRud60hei-Rpc,amarieperon@yahoo.fr,,,,
pages_html_batch00001_20260629_222824.zip,ChIJbeU12VBu5kcRfZ0mKXhxq4E,agence@paris.immo,,,,
pages_html_batch00002_20260629_223158.zip,ChIJ6S5xKKRv5kcRN9vJf-eO9DQ,"dp@parisvendomeluxury.com, contact@parisvendomeluxury.com",,,,
pages_html_batch00002_20260629_223158.zip,ChIJx3oWWtJx5kcRBgjyHqCCDO8,"gestion@paris-seine-immobilier.com, contact@paris-seine-immobilier.com, vente@paris-seine-immobilier.com, ventecdm@paris-seine-immobilier.com, sth@paris-seine-immobilier.com",,1,,
pages_html_batch00002_20260629_223158.zip,ChIJq1z6Yltv5kcR03tFxbYmG2s,contact@immobilierab.fr,,,,
pages_html_batch00002_20260629_223158.zip,ChIJT0J4fU9x5kcRBicBAaLGL7E,"melisa@parisetailleurs.fr, carole@parisetailleurs.fr",,,,
pages_html_batch00002_20260629_223158.zip,ChIJEYqycVBu5kcRYOkG_blMdJ8,"location@junot.fr, comptabilite@junot.fr, gestion@junot.fr, mricou@junot.fr, location16@junot.fr, location17@junot.fr, fdevos@junot.fr, location3@junot.fr, locationrg@junot.fr, location10@junot.fr, jceresola@junot.fr, fbousaada@junot.fr, asargsjan@junot.fr, jgravis@junot.fr, creynaud@junot.fr, rgpd@junot.fr",,,,
pages_html_batch00002_20260629_223158.zip,ChIJM4UfZv7q9EcRqjym75u4w0s,"lyon@espaces-atypiques.com, contact@espaces-atypiques.com",,7,,
pages_html_batch00002_20260629_223158.zip,ChIJDabMqhpdbEIRvaIKD9CAM_8,contact@bienaparis.fr,,,,
pages_html_batch00002_20260629_223158.zip,ChIJQVF0w0lt5kcRbvHscpcXh_8,"laumiere@agences19.fr, flandre@agences19.fr, jourdain@agences19.fr, jgeffroy@agences19.fr, jlauciello@agences19.fr, lhourcade@agences19.fr, overdon@agences19.fr, pmazurier@agences19.fr",,,,
pages_html_batch00002_20260629_223158.zip,ChIJrUixINBx5kcRI8Hzx2A0Yfg,as.immobilier@orange.fr,,,,
pages_html_batch00002_20260629_223158.zip,ChIJV0Br9URu5kcRBYJB9KoHa1A,contact@almaterraimmobilier.com,,,,
pages_html_batch00002_20260629_223158.zip,ChIJccm0Citw5kcRZvU-Go0mBkA,"usevente@parisattitude.com, mail@parisattitudevente.com",,27,,
pages_html_batch00002_20260629_223158.zip,ChIJG_hEJM9x5kcR9mgJv6rh3vk,conseil@assasimmobilier.com,,,,
pages_html_batch00002_20260629_223158.zip,ChIJ9bABosFv5kcRBmBYRcOFw_c,contact@investeamo.fr,,,,
pages_html_batch00002_20260629_223158.zip,ChIJJwkBKupv5kcRuMmSSs9jqVQ,contact@parisluxuryhomes.fr,,45,,
pages_html_batch00002_20260629_223158.zip,ChIJ6cpSLrxv5kcRY5HpH-QFB5w,eb@connexion.immo,,,,Apimo
pages_html_batch00002_20260629_223158.zip,ChIJk95IJepx5kcRZldDaMpfCqs,natacha.ruel@orange.fr,,,,Apimo
pages_html_batch00002_20260629_223158.zip,ChIJv02ILRpu5kcRItz8aVFtL9k,"contact@fortisimmo.fr, nnaccache@fortisimmo.fr, gbarone@fortisimmo.fr, jhermenier@fortisimmo.fr, gauriemma@fortisimmo.fr, gperrin@fortisimmo.fr, sanzagh@fortisimmo.fr, slombardi@fortisimmo.fr, sschuhler@fortisimmo.fr, ssookaloo@fortisimmo.fr, jpons@fortisimmo.fr, cgault@fortisimmo.fr, odreux@fortisimmo.fr, apoilvert@fortisimmo.fr, qpoujols@fortisimmo.fr, iperret@fortisimmo.fr, maramitra@fortisimmo.fr, jbolot@fortisimmo.fr, lneyraud@fortisimmo.fr, mamsellem@fortisimmo.fr, larnould@fortisimmo.fr, aaroulhac@fortisimmo.fr, damiel@fortisimmo.fr, aassi@fortisimmo.fr, yauneau@fortisimmo.fr, ebaruchel@fortisimmo.fr, sberrih@fortisimmo.fr, nbisson@fortisimmo.fr, fborges@fortisimmo.fr, sbourbouna@fortisimmo.fr, sbramli@fortisimmo.fr, jcicurel@fortisimmo.fr, fcoubronne@fortisimmo.fr, fcremieux@fortisimmo.fr, rdecloedt@fortisimmo.fr, dduffour@fortisimmo.fr, vdumitru@fortisimmo.fr, yfuentes@fortisimmo.fr, ngallois@fortisimmo.fr, ygernez@fortisimmo.fr, agliozzo@fortisimmo.fr, sgoldenberg@fortisimmo.fr, bgrimard@fortisimmo.fr, egrob@fortisimmo.fr, mguizerix@fortisimmo.fr, rhanika@fortisimmo.fr, thomas.herremans@metrorealty.fr, jivanovic@fortisimmo.fr, gjulien@fortisimmo.fr, charles.labatut@metrorealty.fr, tle@fortisimmo.fr, slefevre@fortisimmo.fr, lleidinger@fortisimmo.fr, hmanos@fortisimmo.fr, aolonge@fortisimmo.fr, meghan.oreilly@metrorealty.fr, cpalisse@fortisimmo.fr, lparache@fortisimmo.fr, hparis@fortisimmo.fr, epopelin@fortisimmo.fr, lrodriguez@fortisimmo.fr, rodolphe.simon@metrorealty.fr, vszabadi@fortisimmo.fr, mta@fortisimmo.fr, rteffo@fortisimmo.fr, atodisco@fortisimmo.fr, ttorres@fortisimmo.fr, jveil@fortisimmo.fr, fvenere@fortisimmo.fr, vvivier@fortisimmo.fr, szaoui@fortisimmo.fr",,,,
pages_html_batch00002_20260629_223158.zip,ChIJyRLYN6xv5kcRlw-IhuqWgY8,contact@biensavous.fr,,,,
pages_html_batch00002_20260629_223158.zip,ChIJx75msfxx5kcREt-qKsYwoC8,contact@biensatypiques.com,,,,
pages_html_batch00002_20260629_223158.zip,ChIJi6xQi9Jx5kcRCiZKKtdwXmk,ag@medicisimmo.com,,,,
pages_html_batch00002_20260629_223158.zip,ChIJm4mX1xdu5kcRak4mkUs9n3M,mail@parisattitude.com,,,,Simply
pages_html_batch00002_20260629_223158.zip,ChIJay1d38Bv5kcRyaIqFlCVsYw,contact@luxuryproperties.fr,,,,Apimo
pages_html_batch00002_20260629_223158.zip,ChIJp21Qig1w5kcRvG_f-vC0ZY0,contact@agenceimmobiliereparis15.fr,,100,,
pages_html_batch00002_20260629_223158.zip,ChIJSVZmvLVv5kcRQqwo-NqbWdA,mayainvestimmo@gmail.com,,18,,
pages_html_batch00002_20260629_223158.zip,ChIJD--fECVu5kcRv7BlzvwiPls,contact@ulys.immo,,,,
pages_html_batch00002_20260629_223158.zip,ChIJS1Et9XRu5kcRnhCX_DAABZU,contact@agenceathome.com,,,,Apimo
pages_html_batch00002_20260629_223158.zip,ChIJ6YiCE3dTAUgRFZeIovSOXrc,contact@biensdefamille.com,,1,,
pages_html_batch00002_20260629_223158.zip,ChIJqUxpTM9v5kcRnRTo5uiwJOg,info@eiffel-housing.com,,,,
pages_html_batch00003_20260629_223550.zip,ChIJwcbWgkRu5kcRrVdFCjSRVjE,contact@agencedes3freres.fr,,,,
pages_html_batch00003_20260629_223550.zip,ChIJpaJWFPRx5kcRoWoz3TfoJJQ,contact@progessimmo.fr,,2,,
pages_html_batch00003_20260629_223550.zip,ChIJq6r6W1Fu5kcRrzNz7wx4YFU,bouvre@agentimmo18.com,,13,,
pages_html_batch00003_20260629_223550.zip,ChIJLZVhyBxu5kcRSCcC6LFreCA,"info@arc-en-ciel-immo.com, consommation@cmap.fr",,27,,Hektor
pages_html_batch00003_20260629_223550.zip,ChIJt1ldk0tw5kcRVa8jzOmy6h4,mcasile@homeconseilsparis.fr,,10,,
pages_html_batch00003_20260629_223550.zip,ChIJ1SKMBb9d-ogRZQ3fHFTIrtY,sdubois.91@gmail.com,,,,
pages_html_batch00003_20260629_223550.zip,ChIJ8UOM2g5w5kcRiIR2vQICeRs,contact@blgimmobilier.fr,,249,,
pages_html_batch00003_20260629_223550.zip,ChIJq6qpO12ZkUcRHSBm1DdvlwU,ar.immobilier.rixheim@gmail.com,,6,,
pages_html_batch00003_20260629_223550.zip,ChIJMyFe2AFy5kcRp5GIrCpegmo,jbconsultantmail@jbconsulant.com,,,,
pages_html_batch00003_20260629_223550.zip,ChIJkdVdETJx5kcRwZkjxBIAJtA,aci-immobilier@wanadoo.fr,,26,,
pages_html_batch00003_20260629_223550.zip,ChIJU2YmbyVu5kcRffbBsYRvy_A,aecibac@aeci.fr,,,700,
pages_html_batch00003_20260629_223550.zip,ChIJydncQclv5kcR7v4Z_xZag4g,contact@realtyz.fr,,,,
pages_html_batch00003_20260629_223550.zip,ChIJa2_auTRt5kcRHtpZgLXFc84,agence.conseil@wanadoo.fr,,,,
pages_html_batch00003_20260629_223550.zip,ChIJ-fEgwYhy5kcRpUS67RulEEk,"agence@twinbi.com, contact@immobiliersurmesure.paris, location@immobilier-surmesure.com",,,,
pages_html_batch00003_20260629_223550.zip,ChIJcWguMAdu5kcRolCGHhnDGNc,abfeurimmo@wanadoo.fr,,5,,
pages_html_batch00003_20260629_223550.zip,ChIJj0AcN8lv5kcRVARkcwUrjxQ,immobilier@becarre.com,,,,
pages_html_batch00003_20260629_223550.zip,ChIJvyx2ZQ9u5kcRnkwNImueUtc,transaction@agencedesartsetmetiers.fr,,250,,Apimo
pages_html_batch00003_20260629_223550.zip,ChIJLy0EpQZu5kcRcN_tiUlCgnA,contact@agenceducap.com,,1,,
pages_html_batch00003_20260629_223550.zip,ChIJG0VEGedt5kcR5ga_AVIR2e4,contact@primasimmobilier.com,,,,
pages_html_batch00003_20260629_223550.zip,ChIJGYqYjjpu5kcRnuXFOXJE2Vc,"contact@urbanconseil.com, bgontier@urbanconseil.com, sperrier@urbanconseil.com",,,,
pages_html_batch00003_20260629_223550.zip,ChIJSWqVnzVv5kcR_sPK4npr7ec,"groupe@morissimmobilier.com, paris16@morissimmobilier.com, voltaire@morissimmobilier.com, paris9@morissimmobilier.com, stmande@morissimmobilier.com, montreuil@morissimmobilier.com, paris18@morissimmobilier.com, batignolles@morissimmobilier.com, courcelles@morissimmobilier.com, paris14@morissimmobilier.com, paris15@morissimmobilier.com, saintouen@morissimmobilier.com, clichy@morissimmobilier.com, nogent@morissimmobilier.com",,,9,
pages_html_batch00003_20260629_223550.zip,ChIJua8-3rBx5kcR6IctvJ5Tfhs,contact@ariana-immobilier.com,,10,,
pages_html_batch00003_20260629_223550.zip,ChIJra_G_8Jv5kcRpxgz6BL5Lgs,paris@paris-demeures.com,,,,
pages_html_batch00003_20260629_223550.zip,ChIJ1TXmWMVt5kcRaTFARBvbTU8,vr@avlimmobilier.com,,,0,
pages_html_batch00003_20260629_223550.zip,ChIJGcXrcgBy5kcRBHcHesOgTfM,contact@agtbastille.com,,,,
pages_html_batch00003_20260629_223550.zip,ChIJZUjR3hxu5kcR2LPC5_XJdJ0,info@lagarconniere.com,,,,
pages_html_batch00003_20260629_223550.zip,ChIJ0-RTgPdv5kcRt-4hOABG43k,paris@aici.fr,,,,
pages_html_batch00004_20260629_223949.zip,ChIJZRjd2JLTqRIRYID_vu6HIks,contact@abafim.com,,,,Apimo
pages_html_batch00004_20260629_223949.zip,ChIJLfSm9RIb5kcR4PPto_UkcTc,sandra.beckrich@im2b-immobilier.fr,,24,,
pages_html_batch00004_20260629_223949.zip,ChIJlQ7hLABv5kcR3tCjxV5RnDA,"contact@immobilier-abi.com, polecom@immobilier-abi.com",,,,
pages_html_batch00004_20260629_223949.zip,ChIJXTpATfdt5kcRHijPj5GI5rE,contact@office-immo.com,,,,
pages_html_batch00004_20260629_223949.zip,ChIJo-0otLRx5kcRAbkjEF6fSxo,agence@bearsimmo.com,,33,,
pages_html_batch00004_20260629_223949.zip,ChIJJxrW6q965kcRLpC_IXmvijA,contact@odi-immobilier.com,,3,,
pages_html_batch00004_20260629_223949.zip,ChIJn7YExPFv5kcR_GZ5nKli0fo,patrick@immobjectif-paris.com,,,,
pages_html_batch00004_20260629_223949.zip,ChIJzVcCsVJu5kcR4P7nVU_LVvo,contact@acante.net,,,,
pages_html_batch00004_20260629_223949.zip,ChIJgQGWkxlu5kcRBJVOfdiAaL4,accueil@agi-paris.com,,,,
pages_html_batch00004_20260629_223949.zip,ChIJUVSf4TFu5kcR7W_VbTApc3U,"accueil@european-homes.fr, dpo@european-homes.fr",,,300,
pages_html_batch00004_20260629_223949.zip,ChIJD8uJZw9v5kcRyoVY3c1smYE,agence@opa-immobilier.com,,,,
pages_html_batch00004_20260629_223949.zip,ChIJPfLGLrFv5kcRseAl_lfTcN4,cabinet@vivierimmo.com,,,,
pages_html_batch00004_20260629_223949.zip,ChIJN7JhlBBu5kcRngE3-v9yPoI,"cabinetbarond@barond.fr, transactions@barond.fr, locations@barond.fr",,,15,
pages_html_batch00004_20260629_223949.zip,ChIJxU9JgK965kcRA_vPt66fLCE,"support@1and1.fr, econtact@obelimmo.com, contact@obelimmo.com",,,,
pages_html_batch00004_20260629_223949.zip,ChIJE78YGB9u5kcRxOkpaCiI7FE,bonjour@abriculteurs.com,,,,
pages_html_batch00004_20260629_223949.zip,ChIJ4_E4T1lw5kcRTeu7MXe5_d8,malakoff@cabinetfavreau.fr,,,,
pages_html_batch00004_20260629_223949.zip,ChIJ10K_Fl0y_kcR4MVFl90egyE,contact@a2b-immo.com,,,,
pages_html_batch00004_20260629_223949.zip,ChIJ37AJwvBv5kcRifzfRAP9Erw,info@royalimmo.com,,,,
pages_html_batch00004_20260629_223949.zip,ChIJOwzT70lv5kcRzIscDHZSN7g,contactactia@gmail.com,,000,,Apimo
pages_html_batch00004_20260629_223949.zip,ChIJU81IAlf69UcRtowEG-PcXlI,"agence@a2bimmobilier.fr, immobilier.a2b43@orange.fr",,37,,
pages_html_batch00004_20260629_223949.zip,ChIJlcaUYGJ05kcR4TEcu8Xhz1w,contact@pecourt-immobilier.fr,,,,
pages_html_batch00004_20260629_223949.zip,ChIJYc54_L2J5kcRQyHr4jXawSg,agence@selectby.fr,,54,,
pages_html_batch00004_20260629_223949.zip,ChIJXYSNCajazRIRyE6iz_dt9O4,contact@a2-immobilier.fr,,,,Apimo
pages_html_batch00004_20260629_223949.zip,ChIJJYJDup-BzhIRVzU9EvMwuYo,mail@aaariviera.com,,,,Apimo
pages_html_batch00004_20260629_223949.zip,ChIJQQCEZRZv5kcR7FE2TLvz3Nk,contact@acmaimmobilier.com,,,,Ubiflow
pages_html_batch00004_20260629_223949.zip,ChIJ72cfVhBu5kcRFTOiLa5_NwA,franck@parisoffice.fr,,,,
pages_html_batch00004_20260629_223949.zip,ChIJ6w6pVc5x5kcR5GQbunIjXqw,contact@assasraspail.fr,,,,
pages_html_batch00004_20260629_223949.zip,ChIJfYOLIMhv5kcRLD2cnLDXkmU,conseils@apartavie.fr,,,,
pages_html_batch00004_20260629_223949.zip,ChIJr2ZQABCcry0R1TqFR7zlB1k,agence@baronnai.fr,,,,
pages_html_batch00004_20260629_223949.zip,ChIJVRme8fZt5kcRIyebxNfFHZc,immofides@aol.com,,,,
pages_html_batch00004_20260629_223949.zip,ChIJL5Q6Gy5u5kcRh8ho8ybhFZ0,contact@barons-realty.com,,,,
pages_html_batch00005_20260629_224617.zip,ChIJZy2lLKxv5kcRxWA0sOu6PLM,"contact@laplaceduneuf.fr, boris_fournier@hotmail.fr",,,,
pages_html_batch00005_20260629_224617.zip,ChIJk-BSYrxv5kcRDbmUdGKPjJk,"contact@connectim.fr, gestion@connectim.fr",,,,
pages_html_batch00005_20260629_224617.zip,ChIJ-bzmMxVw5kcR6ZUo2eKbsE4,"victoria@immobiliere-convention.com, daguerre@immobiliere-convention.com, convention@immobiliere-convention.com, imcolocation2@gmail.com, sokol@mmobiliere-convention.com, sokol@immobiliere-convention.com",,42,,
pages_html_batch00005_20260629_224617.zip,ChIJa9w0NWRw5kcRnOMCvPsQAp8,contact@parlezmoideparis.com,,,,
pages_html_batch00005_20260629_224617.zip,ChIJbTBec0du5kcRT1NX1IAHzcs,agence@aximmo.net,,8,,
pages_html_batch00005_20260629_224617.zip,ChIJqSwcRPBv5kcRdpxPu6BAXW0,info@equinimo.fr,,97,,
pages_html_batch00005_20260629_224617.zip,ChIJGXUMrX9v5kcRPBarSRzzUSg,agences@immobilierinternational.fr,,,,
pages_html_batch00005_20260629_224617.zip,ChIJdxjtV5qvthIRrlf5NCXiYcw,contact@actuel-immo.com,,34,,
pages_html_batch00005_20260629_224617.zip,ChIJ_WB2jpZv5kcRM_uDnVOvEhU,"ataieb@doly.me, etaieb@doly.me, cboyer@doly.me, jringot@doly.me, mlaytou@doly.me, ibakhtaoui@doly.me, mleclerc@doly.me, stissandier@doly.me, sdriza@doly.me, alevy@doly.me, tfricou@doly.me, nbisror@doly.me, contact@doly.me, hello@ingenius.agency, paris@doly.me, cannes@doly.me",,,,
pages_html_batch00005_20260629_224617.zip,ChIJcUyBPqxv5kcRvcit-adeU9Y,"contact@delacouraujardin.com, contactpresse@delacouraujardin.com",,,,
pages_html_batch00005_20260629_224617.zip,ChIJi_nw8K5v5kcRBzs1VfjVxcw,"contact@aktualis.fr, meryll.afflelou@aktualis.fr, gregory.petit@aktualis.fr",,,,
pages_html_batch00005_20260629_224617.zip,ChIJcVjYZdlv5kcRJlNj0r7arg4,accueil@sainteaubane.com,,,15,
pages_html_batch00005_20260629_224617.zip,ChIJs8GQQbBx5kcRyIxNCrDVH_I,"castimdirection@gmail.com, castimvente@gmail.com, castimlocation@gmail.com",,,,
pages_html_batch00005_20260629_224617.zip,ChIJjV9bXy1x5kcRRUIsAPmvnC0,accueil.go@gestionad.fr,,,,
pages_html_batch00005_20260629_224617.zip,ChIJwRaIFQCNyRIRWkFFI4bhvp0,actionimmobiliere@actionimmo-aix.fr,,,,
pages_html_batch00005_20260629_224617.zip,ChIJN0EBCEBu5kcR1SWFaq4ygjw,actuel.immo0562@orange.fr,,,,
pages_html_batch00005_20260629_224617.zip,ChIJaa0ER9pv5kcRhjoemT_A7_I,agence@custine-immobilier.fr,,,,
pages_html_batch00005_20260629_224617.zip,ChIJZ8OApsFx5kcRaE5hA2L74gM,contact@delachaiseimmo.fr,,3,,
pages_html_batch00005_20260629_224617.zip,ChIJWVvZS1PHyRIRTGOmmBdSwWI,"adarimmo13@gmail.com, contact@adarimmo.com",,,,
pages_html_batch00005_20260629_224617.zip,ChIJK1bAbKtv5kcRgteSbDxQyp0,"contact@ciblesassocies.com, contact@voyezlarge.fr, c.mathon@ciblesassocies.com, s.simonet@ciblesassocies.com, v.mathon@ciblesassocies.com, c.foy@ciblesassocies.com, a.violette@ciblesassocies.com",,,,
pages_html_batch00005_20260629_224617.zip,ChIJFSM_ltx65kcR0znGNuyvUCE,transac111@gmail.com,,,,
pages_html_batch00005_20260629_224617.zip,ChIJRcUhh_Rv5kcRVjBoN5w_XG4,contact@appart-unique.fr,,,,
pages_html_batch00005_20260629_224617.zip,ChIJpbJ2omFl5kcR-zBNxrOAxUw,contact@cd-paris.fr,,29,,
pages_html_batch00005_20260629_224617.zip,ChIJ-eAGKpZv5kcRM4vgzCUj3Sg,contact@agier-associes.fr,,,,
pages_html_batch00005_20260629_224617.zip,ChIJL5Q6Gy5u5kcRm6eO3njsHug,"contact@enaparte-paris.com, tanguy@enaparte-paris.com, rbrignone@enaparte-paris.com, bcrissin@enaparte-paris.com",,,,
pages_html_batch00006_20260629_225259.zip,ChIJg9mAjR5x5kcRpviOoH73WDc,CONTACT@CLARETIMMOBILIER.COM,,,,
pages_html_batch00006_20260629_225259.zip,ChIJQXhuON9x5kcRsg9_MYTBNQc,"contact@agencedauphine.com, contact@privilegesimmobilier.com",,,,
pages_html_batch00006_20260629_225259.zip,ChIJp-VRwWhy5kcR69CpODv-iTU,agence@nachimmo.com,,,,
pages_html_batch00006_20260629_225259.zip,ChIJsX7jmeRx5kcR4DJe2PlHptQ,"vente@azoulay.net, bbenisti@azoulay.net, chimi@azoulay.net, arubinstein@azoulay.net, rrosenblum@azoulay.net, ppacheco@azoulay.net, ccarrat@azoulay.net, gestion@azoulay.net",,28,,
pages_html_batch00006_20260629_225259.zip,ChIJv0stzZVv5kcRLZDLicBC_sA,agence@limmobilierparcharly.com,,34,,
pages_html_batch00006_20260629_225259.zip,ChIJu7PtH_xv5kcRXz8ersL4z68,trocadero@hemptonparis.com,,,,
pages_html_batch00006_20260629_225259.zip,ChIJW8LrvkLJwkcRYSiYiClys90,contact@templeimmo.com,,,,
pages_html_batch00006_20260629_225259.zip,ChIJ-2_pzlXk5EcRjil3YqkLX9U,contact@adhoc-immobilier.fr,,,,
pages_html_batch00006_20260629_225259.zip,ChIJ-UUi1LwjyRIROxxndZ57zPg,christyne.creche@agence-gambetta.fr,,,,
pages_html_batch00006_20260629_225259.zip,ChIJrZ52ylFu5kcRhR5VVJIs7XA,"paris18@agenceprincipale.com, contactparis@agenceprincipale.com",,37,,
pages_html_batch00006_20260629_225259.zip,ChIJYVqi4zdu5kcRoiUE6UeeadE,"dpo@gtf.fr, gtf@gtf.fr",,,,
pages_html_batch00006_20260629_225259.zip,ChIJ8b2dogxy5kcRfHphMCbqu8o,contact@latourimmo.com,,0,,
pages_html_batch00006_20260629_225259.zip,ChIJ6WzCRB9w5kcRg_sXYukP3IU,mdutheil@adressecapitale.com,,,,
pages_html_batch00006_20260629_225259.zip,ChIJvypoiu5x5kcRWDKMr2T919M,contact@delangeimmobilier.com,,,,
pages_html_batch00006_20260629_225259.zip,ChIJYTJK1X5y5kcRRYwiYbAEzXQ,francoise@capitale-immobilier.com,,,,
pages_html_batch00006_20260629_225259.zip,ChIJVee-xDJl5kcRTiOkJli5MI4,info@maison-seine.com,,,,
pages_html_batch00006_20260629_225259.zip,ChIJD4zPYvoJ5kcRoYscZ5E5dKg,"evry@abpweb.fr, contact.agence@abpweb.fr, transaction@abpweb.fr, actimmoconseil@orange.fr",,34,,
pages_html_batch00006_20260629_225259.zip,ChIJFxU8nMRv5kcR7jmD5ZZjz1Q,contact@sagestion.com,,,,
pages_html_batch00006_20260629_225259.zip,ChIJs5C3FKp65kcRa9M8GhR5eow,contact@althea-conseil.fr,,,,
pages_html_batch00006_20260629_225259.zip,ChIJCY89N5tv5kcRITfHTpKyKU4,"transaction@immobiliereparent.com, parismaillot@parismaillot.fr",,,,
pages_html_batch00006_20260629_225259.zip,ChIJi0Hblg0byRIR7-ZFPGzPf0Y,contact@gambettaimmo.fr,,,,
